,text,target
283,yang paling penting tanya diri sendiri emg kalo akhir hidup amal ibadah lama udh cukup,0
284,krt buat kalian lagi ngerasa sedih putus asa lelah sama hidup pls jangan nyerah sampe ken akhir hidup ingat kubur gaada bias kubur gabisa fangirling fanboying hehehe love you,0
285,lady gaga tulis esai gugah sehat jiwa ingin akhir hidup,0
286,bilangin nanya gugurin dulu ingin ego manusia akhir hidup manusia,0
287,rupiah bukan jalan keluar akhir hidup tentang maha kuasa jiwa kejar bahagia tinggal raga batang kara,0
288,tinggal lelaki pukul berat orang ibu apalagi tinggal cara tidak ingin alas kuat anak akhir hidup karena tak tega,0
289,aku suka bingung kalau teman cerita sulit hidup akhir aku udah kuat tendensi main main akhir hidup ada bisa ngasih saran baik tanggap apa,0
290,kanye west kata aku tak berpikran akhir hidup ada banyak orang tak punya sempat suara dengar aku laku utk mereka,0
291,jogja mahasiswi bunuh diri gara gara diputusin pacar sad really sad nggak tau gimana akal pikir pilih akhir hidup karena sepele,0
292,beberapa menit aku akhir jalan hidup usia lama dan saat akan pasuk usia baru tanpa sadar angka depan ubah tuntut lebih bertanggungjawab,0
293,sopir ini akhir hidup gantung diri,0
294,akutu sering stress untung stress nya cuma sambat doang gtlo maksud gada sampe ingin akhir hidup alias suicide alhamdulillah akutu penasaran aja gtlo besok bakal kerja apa nikah punya anak brp kek gmn ttp motivasi hidup,0
295,kalo pikir buat akhir hidup auto mikir tuhan juga mikir kalo mati sekarang emang amal gue udah cukup buat akhirat kelak aneh sih itu bikin niat bundir gue musnah,0
296,karena bunuh diri selesai masalah kamu punya itu tuhan beri kamu nafas kamu hidup kamu tidak punya hak henti paksa apa kamu hadap selesai masalah lebih indah drpd akhir hidup semangat,0
297,sedih lebih khawatir saya mau kamu kenapa lebih baik saya tahu kamu tuntun orang baru kamu baik baik banding kan saya tau kamu pilih akhir hidup lebih sedih lupa,0
298,bahkan orang punya pengaruh besar hidup orang pilih akhir hidup karna masalah pribadi,0
299,main piano lalu pesan kopi ong kumpul karyawan jelang temu akhir hidup sama istri dan dua anak,0
300,semangat hal manfaat untuk minta tolong allah jangan malas patah semangat muslim assalamu alaikum warahmatullahi wabarrokatuh semangaaat,0
301,aku patah semangat aku cari orang ada pikir kau muncul dipikranku city hunter,0
302,semangat eve jkt mungkin coba tuhan kamu ingin gapai mimpi aku yakin kamu ngelewati jangan patah semangat badgirl keep strong badgirl,0
303,ngomongin cinta patah hati patah semangat,0
304,good night eve selamat tidur semangat terus jangan pernah patah semangat percaya semua tuhan yesus selalu jalan keluar,0
305,tetep semangat eve fans selalu dukung jgn patah semangat badgirls eve jkt,0
306,hai kak jangan patah semangat kak jika kamu dapat ikut promo flashsale sempat lanjut kak terima kasih,0
307,semangat terus ayok jan patah semangat yeh gbu,0
308,iya gapapa ajar jangan patah semangat masa depan kamu panjang,0
309,kenapa sih dulu dek semangat dek jangan patah semangat,0
310,berangkat semangat gugur dengan bangga kepala tegak kecewa jangan patah semangat salam superrr,0
311,ingat hati gembira obat semangat patah ering tulang,0
312,jangan pernah patah semangat sayang della jkt,0
313,saya patah semangat tiap usaha salah satu langkah maju thomas alfa edison,0
314,hai sender aku tau bener bener bikin lelah please semangat nanti lelah datang tolong coba jamin mata tarik nafas coba pikir hal bikin kamu semangat sini exo exol buat kamu jadi jangan patah harap,0
315,maaf aku gabisa ngasih saran apa apa minta kamu selalu kuat jangan patah semangat yaa banyak jalan tuju roma,0
316,emang kalo nglakuin gak tengah tengah pas neng aja dari awal belum trouble hingga banyak trouble harus survive gak langsung patah semangat,0
317,semangat sayang moga dapet usaha baik jangan patah semangat,0
318,semangat nder jangan patah semangat yaaaa kamu bisa ngelewatin semua,0
319,haloo pinaa masalah apa semangatt ngadepin segala masalah gaboleh patah semangat,0
320,mungkin tinggal selang bahkan lebih dekat apa sudah juang sampai titik tepat jangan hanya karena hal belum dapat bukan arti patah semangat,0
321,jangan patah semangat deh bersamapilih,0
322,jangan ragu donor darah sama jangan patah semangat bila belum donordarah sekarang fakta bfojogja,0
323,waaaaah akhir selamat pak topo moga makin sehat pak jangan patah semangat buat bagi informasi,0
324,meski hilang satu kaki putu sri wikana tak patah semangat bisa kompetisi dunia kerja sbg akuntan dgn dukung dnetworknews putu salah satu byj kisah sukses ingin bagi lewat video kampanye dana konjen,0
325,allah sungguh besar tuhan engkau beri jalan kuat org patah semangat mau usaha,0
326,semua jalan keluar kalo mau nyari jgn patah semangat,0
327,semangat nder jangan patah semangatt kalau mau sama dia kejar terus kalau gak mau yaudah lepas nder kamu butuh bahagia,0
328,manusia lemah kurang masing masing jangan jadi kan kurang bagai alas anda patah semangat,0
329,banyak gagal banyak ajar tapi coba coba terus jangan patah semangat,0
330,jangan patah semangat bisa coba,0
331,jangan patah semangat,0
332,jangan patah semangat lanjut juang kobarkansemangatgaruda kemenanganitudekat,0
333,hai aku terimakasih sabar segala beban pikul semangat dunia bukan cuman aku luka jadi jangan patah semangat ingat banyak orang ingin kamu tetap diri tegak aku kuat aku percaya,0
334,hai kak terima kasih atas partisipasi kamu sesi goyang shopee jika kamu belum hasil dapat banyak koin shopee jangan patah semangat kak kamu goyang terus kamu,0
335,jangan patah semangat keluarga hancur bukan arti hidup hancur hadap dgn senyum prestasi,0
336,kau kena kuat pik jangan sekal patah semangat allah uji dia tau kau mampu percaya takdir allah inshaallah yang baik allah bagi aku sentiasa doa kau pik sihat macam dulu amin,0
337,hai perempuan selalu ingin lihat kuat tak ingin repot orang selamat atas kerja baik lama kau laku apa kau jangan patah semangat,0
338,hallo kamu usaha kuat jatuh jatuh kamu semua lewat kamu perlu berani lewat semua jangan patah semangat aku tau kamu bisa aku,0
339,good job today myself you did your best makasih tidak patah semangat makasih untuk selalu usaha walaupun kamu lelah you awesome next time banyakkin senyum jangan lupa utk selalu positive,0
340,ayo semangat dibolehin main musik suatu anugrah kak jangan patah semangat kaka bisa,0
341,selalu harap tiap gagal jangan patah semangat tetap usaha bismillah,0
342,mau mau anggur saing cari kerja angkat kerja baru segar segar tiap tahun hehehe tapi jangan patah semangat bisaa tambah lapang kerja baru serap juta orang dalam tahun,0
343,oke bapake jangan engkau patah semangat terus lang maju masa depan lebih baik salam olahraga,0
344,sesuatu nila tinggi sering perlu juang tinggi untuk gapai tapi jangan patah semangat,0
345,selamat siang indonesia jangan patah semangat kobar jiwa kobar dada pemuda pemuda indonesia,0
346,kurang fisik tidak buat suyitno patah semangat bantu sukses tmmd,0
347,selamat lolos tetap semangat juang masih tahap lanjut kalian lalu bagi yang belum lolos jangan patah semangat,0
348,kalo kata kakak terus cari patah semangat,0
349,jangan mudah patah semangat coba sulit karena lewat bahagia begitu makna,0
350,itu nyata kisah arti sekali buat pelajrn hidup saya sendiri ajar saya kenal segala rasa bahkn jenuh bosan putus asa hingga lupa tlah luak diri sendiri lupa hidup bukan kuasa kita tapi dia esa pelajran segala rasa,0
351,mungkin akhir macam yang aku lihat sekarang orang orang putus asa ingin coba bebas tindas tindas akhir ikut mati bawa arus layang layang udara aku bakal gitu tapi sisa benar benar sampah,0
352,sedih baca meski kenal angga depresi sakit sama sakit beda serang jiwa bukan tubuh diam curi semangat renggut percaya diri asa sendiri putus asa sulit atas saya yakin kamu teman baik,0
353,berat apa masalah lebih baik terus usaha hanya bicara lebih baik terus harap putus asa online,0
354,terbang setinggi mampu kibar sayap gembira hidup jangan putus asa assalamualaikum awak,0
355,raga landa duka hari hari asa gelap gulita kembali segala sang cipta kamu sendiri hidup dunia percaya dia selalu hamba nya hamba selalu berdo minta jangan putus asa bangkt skrng puruk slamanya,0
356,walaupun pernah putus asa hidup alhamdulillah beri kuat hingga sekarang from beraniberhijrah terimakasih allah atas kuat,0
357,mereka mimpi hancur harap mereka tak sesuai rencana putus asa jadi nyata dan ikhlas tak mau hirau apa jadi lanjut kembali serah diri allah swt,0
358,harap lebih baik putus asa,0
359,jangan putus asa timnas indonesia kobarkansemangatgaruda kemenanganitudekat,0
360,daun jatuh tak pernah salah angin kenapa manusia putus asa selalu salah takdir,0
361,lembut baik bukan tanda tanda lemah putus asa adalah jelma buah kuat,0
362,gagal masalah kecil putus asa masalah besar,0
363,jangan putus asa masalah tak reda segala pasti akhir terus usaha semua indah waktu,0
364,jangan putus asa walaupun tinggal kejar balik dapat jaya itu manchester united jadi jangan putus asa,0
365,tuhan selalu dengar jangan pernah putus asa usaha,0
366,tegas diri sendiri buang pikir negatif laku baik gelisah milik mereka putus asa,0
367,serta outbound dapat ajar penting milik jiwa tidak kenal putus asa outbound,0
368,tuhan tidak ikan coba lebih mampu ketika putus asa ingat tuhan beri pada dia bantu lewat,0
369,derita jiwa arah keburu putus asa sumber sesat gelap hati pangkal derita jiwa bediuzzaman said nursi,0
370,dalam duka ada suka jangan serah dengan putus asa tidak lebih cundang,0
371,ketika mimpi belum wujud jangan putus asa petik ajar tiap gagal usaha lebih keras doa,0
372,jangan putus asa karena segala tak jalan sesuai rencana masalah jadi pribadi lebih kuat bijaksana,0
373,aries pribadi cinta damai juga mudah putus asa,0
374,jangan putus asa masalah ada solusi jika kau tak lihat mohon kepada dia akan tunjuk jalan,0
375,optimis jangan putus asa jangan serah kalah usaha selalu baik sangka tuhan tunggu segala baik indah akan segera dia ikan,0
376,putus asa buka peluang orang ambil sukses anda,0
377,kamu putus asa sabar bahagia tunggu,0
378,pantang serah sifat alami latih hadap situasi sulit putus asa gagal latih sifat tadi,0
379,rasa putus asa bukan musibah rupa pilih,0
380,putus asa buta pikir lihat jalan keluar masih tebar mana,0
381,apa lapor polisi kan kriminal moga korban ikan ikhlas kuat sabar penting jangan putus asa segala tulis sejak zaman azali dulu,0
382,dalam segala harap lebih baik putus asa,0
383,ketika hasil tunda jangan putus asa segera bangkit kata aku dan tak pernah serah,0
384,derita jiwa arah keburu putus asa sumber sesat gelap hati pangkal derita jiwa,0
385,surian jangan pernah kalah jangan pernah putus asa boleh terus kawal emosi jangan menang,0
386,anda kecewa jangan putus asa anda kecil hati jangan putus harap yakin semua jadi baik waktu,0
387,jika putus asa jangan paksa terus gerak paksa hati pikir untuk temu tuju baru,0
388,jangan mudah jadi kecewa putus asa tekan bila segala hal jalan kau ingin harap terus usaha jangan terlalu mudah serah siapa tahu lama engkau dapat apa kau ingin selamat malam,0
389,kadang hal yang harus terima tidak pernah putus asa,0
390,terus usaha jangan cepat putus asa boss,0
391,jangan putus asa jokowilagi,0
392,bikin putus asa tau rasa hasil sama kaya cinta patah hati tau bahagia cinta,0
393,tak kenal putus asa ciri sukses,0
394,jangan pernah putus asa sempat selalu lama yakin usaha,0
395,jadi orangtuamu semangat jika kau ingin putus asa ingat senyum dua,0
396,jangan putus asa tetapi kalau sampai ada ada putus asa juang terus meski ada putus asa,0
397,berat apa masalah lebih baik terus usaha hanya bicara lebih baik terus harap putus asa online,0
398,jangan mudah putus asa pasang suami istri karena batas dia milik niat meni untuk lama jadi pasang hidup dunia akhirat surga kelak khalid basalamah jelas kaji singkat silah klik link,0
399,jangan putus asa masalah tak reda segala pasti akhir terus usaha semua indah waktu,0
400,mana bisa keluh kesah urus ktp tak selesai min dah depresi saya dgn semua,0
401,saya suka koleksi meme kategori depresi,0
402,saya gak pojok laku bilang mampus depresi please dont,0
403,gin dong prof kan kurang depresi saya,0
404,nama terang lihat lah abah lama lama saya depresi nih abah,0
405,untuk saya banyak masalah depresi memang timbul terlalu keras sama diri sendiri lupa sayang diri sendiri bikin mereka sayang sama diri sendiri sih jangan bikin terlalu gantung,0
406,dan nyata orang orang kena depresi kaya film film gengs film kan liat kaya messy and crazy people gitu but real life mereka nyaru banget nunjukin mereka sedang ganggu mental mau tau cerita masing masing circle saya,0
407,ada intimidasi lapor itu buat saya sempat depresi korban ite anindya shabrina matanajwahukumansalahalamat,0
408,wah kalau depresi gak saya kurang tau nder mungkin kamu ngerasa tekan punya beban gak bagi makanya gitu gak tau mau ngapain gin salah gitu salah coba kamu banyak dekat diri sama tuhan ceritain keluh kesah sih saya aja semangat,0
409,pada akhir buat saya teman depresi harus pantau beneran dukung buat mereka hadap depresi dan jangan lupa selalu jadi orang mau erti bukan sok erti ehehehe pandang masalah bagai sudut pandang,0
410,tapi rasa mati satu nya jalan buat akhir pikir ramai mereka maaf kalau saya salah sekali saya tangkap suicidal mantik orang depresi lain loh jadi bisa mungkin jangan kabar orang bunuh diri dekat mereka,0
411,saya cuma selalu dukung dia buat dia nyaman coba erti apa dia butuh apa sebenernya dia rasain lama lama saya sadar ketika orang depresi tidak butuh suruh syukur untung gitu cuma butuh,0
412,depresi saya sekali turut saya adalah bentuk masalah hubung diri sendiri makanya banyak orang mikir orang depresi kebanyakn kurang syukur sepele santoso,0
413,sejak thun kakek saya minum alparozolam tinggal kakak saya kata dokter kakek stress hingga depresi hingga saya sekolah sehat sya rajin brtnya sma dosen farmako katamya alparo bukn obt antidepresian tpi lebih obat tidur ddlmnya zat trkndung,0
414,saya bayang orang orang suka ngepost mental health depresi sebenernya mereka benar benar periksa dokter psikiater mereka galau tekan mendiagnosa diri sendiri,0
415,wah sayang sekali mba betul memang fokus yogya dulu namun mbak ingin sharing kait depresi lain feel free chat saya mbak saya terimakasih sekali atas niat baik mbak yang ingin bantu,0
416,saya lebih suka twitter mau sambat sampe tengah modyar peduli yang nyinyir yang bilang depresi soal yang lain pada sambat,0
417,ailsa sangat depresi ingin rasa dia mati sadar boleh egois ada hidup perut bisa menang panjang malam mata bengkak besar buah dukuh,0
418,saya masalah tidur malam ada saya depresi,0
419,belum dengar black pink saya saran tidur jam malam engga depresi sis,0
420,yang paling bahaya dia tak percaya siapa ingin cerita resiko gila paling keri bunuh diri beberapa kali saya pernah lihat langsung orang orang sedang depresi mereka butuh apa apa hanya ingin tani,0
421,please stop making someone unhappy saya liat bgt betapa adek saya depresi alas itu kan dia ganggu kamu ndeeer,0
422,apakah saya depresi kenal gejala depresi alami semua orang pandang jenis kelamin status sosial terkadang depresi muncul keluar,0
423,saran saya yang rasa ini usaha psikolog tahu pasti kalian alami depresi tidak,0
424,saya kira kemarin malam saya depresi nyata sindrom minggu malam,0
425,dia beneran jauh sosmed dulu makin lama hujat makin gamasuk akal makin lama jawab dia makin ngelantur saya netijen kasi takut dia depresi ken ngehujat karena jawab dia gaada bobot sama sekali,0
426,jadi saya depresi memang jadi siapa tapi saya percay iman orang kadar iman baik tolong orang jauh faktor resiko arah depresi kalau depresi tentu treatment khusus,0
427,kalau semua orang dunia tiba tiba alami depresi saya kira seluruh peperangan henti dunia jadi kalem orang mati bundir,0
428,yuk ajar saling paham stop hakim biar ada depresi biar semua orang rasa bahagia salam saya orang pernah cita cita jadi dokter jiwa,0
429,saya kira saya depresi nyata memang saya normal,0
430,kalo teman belenggu depresi jangan yaelah dengar bantu saya syukur lepas punya lingkung bisa tolong saya lepas tapi semua untung saya bantu,0
431,walah kayak depresi rupiah faktor internal dlm negeri aja sih bro kok lari sana soal mohon maaf ahok saya nyata beliau soal janji pada sana blio pasti tdk lagi kontroversi ideologi sudah labih mhn maaf ahok,0
432,semenjak bulan jepang saya jadi ngerti orang sini stress kerja bunuh diri depresi halaah dah tidur besok sekolah kerja,0
433,barusan aja dia depresi kita saling diskusi problem masing dan nyata problem dia emang kompleks aku coba beri masuk log mungkin baik dekat umum religius dia gak tuju dia nuduh saya gak peduli gak peka dia,0
434,saya tau anda depresi tapi bukan arti jadi alas anda bebas salah kan orang yang coba bantu anda kalo masuk saya kasih anda gak bantu gpp cuman jgn nuduh saya gak peduli issue anda alami pantes urip ruwet,0
435,takut depresi bismillah saya prabowo sukses tdk jadi presiden batas capres capres kekal abadi kasi ahmaddhaniprast,0
436,kereta kuping denger ibu curhat iyah anak saya depresi dinasihatin bingung bagaimana trus liat berita rapper tinggal usia trus liat berita anak usia tahun depresi bunuh diri sehat mental serius dibutuhin banget,0
437,untung saya sampai depresi,0
438,temen saya gantung diri depresi skripsi,0
439,makanya saya usaha realistis saya prediksi pilih calon kriteria resiko depresi lebih rendah kalau pilpres kalah,0
440,diet depresi berita sehat cantik diet depresi baru minggu saya lihat tiga pasien depresi butuh awat pilih obat terma,0
441,mulai konsumsi minyak ikan hari niat utk kurang rasa sakit patellar ligament saya telah cari tahu nyata banyak kasiatnya salah satu turun depresi cemas,0
442,karena saya kunci bangkit depresi mau individu tsb support orang dekat dua kait mutlak perlu ada support gak mau percuma ada mau minim support bakal down jadi faktor dua butuh,0
443,yang jelas indonesia saya rasa awareness soal isu depresi sangat minim dan gak jarang temu msh cukup banyak orang bahkan anggap remeh isu orang depresi gak jarang malah label mental tempe gampang sensitif cundang kecut,0
444,thread part saya coba sampai opini pandang saya umum ttg isu depresi alternatif solusi saya tawar nama opini seringkali subjektif dalam arti apa saya laku jadi efektif buat bisa,0
445,lalu gimana cara hadap depresi rujuk situs milik nhs ikut jelas david richards profesor bidang riset layan mental health saya lampir link lengkap krna beberapa poin solusi situ jelas lebih detil,0
446,seperti saya tulis thread belum nanti thread akan bagi dua bagi rujuk pandang dapat pakar bidang kait isu depresi opini pribadi saya dlm pandang isu depresi bagaimana alternatif solusi saya ikan,0
447,rasa kalo dunia sangat pusing tapi lantas buat saya depresi lalu bunuh diri tidak hanya kepala saya pusing bom makan satu hari,0
448,waaah saya hamil nih dok tips hindar depresi sebut pasca lahir,0
449,pernah sekalipun sampe depresi stress punya pikir bunuh diri still have god saya pernah sendiri miris lihat mental anak jaman sekarang kadang saya berfikir apa sih sebab mereka itu lalu saya banding jaman dulu jaman sekarang,0
450,selamat malam dunia selamat tinggal welcome dream world,0
451,selamat datang dunia jobseeker resign lalu tinggal pupuk semangat,0
452,klo besok seri selamat tinggal dunia supporter,0
453,dari sekian banyak galactico huni real madrid catat dan ceballos ton kroos yang ucap selamat tinggal julen lopetegui untuk ton kejut dia ucap,0
454,selamat tinggal dunia aku sanggup rasa lelah antuk sekali aku mau tidur dulu,0
455,oke siapppp selamat tinggal dunia rojey wkwk,0
456,selamat tinggal dunia pubg penuh aku sial,0
457,selamat tinggal majalah mastika kami doa moga mastika dunia suatu hari dengan wajah lebih segar kupas lebih mantap isi terus relevan mencakna masyarakat tuju,0
458,hasil piala dunia perancis menang selamat tinggal argentina,0
459,sudah bisa kata kata selamat tinggal dunia aku sedang ada smtown wonderland,0
460,duhai tuhan jangan kau jadi dunia bagai risau besar jadi dunia ladang pahala kami aamiin selamat malam selamat tinggal tragedi oktober,0
461,tidur selamat tinggal dunia,0
462,tinggal tunggu online mobile selamat tinggal dunia nyata,0
463,selamat datang dunia penuh pancaroba selamat tinggal era penuh riang,0
464,pisah tnp kata org dekat anggap hebat memang tinggal sayat saja akhir temu org hebat sejati selalu ingat akan ada nya selamat tinggal org hebat versi dunia selamat datang org hebat sungguh,0
465,gila lemah gue sayang cinta huhuhu dia udah baik hati ganteng banget back dark hair lagi lemah selamat tinggal dunia selamat tinggal parkyeonxi,0
466,tiap ada dunia ada jangka hayat gembira bahagia sedih kecewa begitu manusia bila ajal selamat tinggal dunia tiada kekal harga syukur nikmat hidup singkat,0
467,selamat tinggal dunia kampus selamat datang medan perang hidup,0
468,selamat tinggal piala dunia polandia semangat garudamuda,0
469,selamat tinggal piala dunia lain waktu pasti terima kasih garuda muda juang buat bangga bangga tetap dukung,0
470,selamat tinggal piala dunia,0
471,priitt buyar nippon indonesia untuk dua kali ucap selamat tinggal piala dunia ampun timnasday afcu,0
472,selamat tinggal piala dunia timnasday garudamuda,0
473,selamat tinggal piala dunia,0
474,kamu nutup mata selamat tinggal dunia selamat tinggal seungwoo agh sakit tiba teriak itu suara yura kamu buka mata liat kalau cowo tiba datang entah darimana nyengkram gelang tangan yura megangin stun gun,0
475,selamat tinggal teman selamat tempuh neraka dunia baru lebih sulit,0
476,perih kadang pake cuci tangan pake sabun duh ilah selamat tinggal dunia,0
477,dah lah semua bodo aku sama proposal bengkalai tak sentuh dah antuk selamat tinggal dunia,0
478,okay okay selamat tinggal dunia luar,0
479,selamat tinggal dunia bola,0
480,kuota habis lenyap tak bebekas selamat tinggal dunia maya,0
481,selamat tinggal dunia twitter,0
482,tuju mas madi suka merah putih usah tinggal indonesia suka bendera tauhid usah tinggal dunia tapi akhirat punya trus sampeyan mau tinggal selamat hari santri,0
483,selamat tinggal dunia maya,0
484,daredevil season netflix selamat tinggal dunia for the next hours,0
485,besok jepang dong selamat tinggal dunia,0
486,rusak total internet mati laptop dipake mama selamat tinggal dunia maya,0
487,selamat tinggal piala dunia tidak pernah lolos piala dunia kalo ketua federasi nya aja ajar bahasa inggris coach latih bacot anjing,0
488,selamat tinggal piala dunia,0
489,ucap selamat tinggal piala dunia,0
490,selamat tinggal piala dunia indonesia,0
491,sekarang otw tidur selamat tinggal dunia,0
492,piala dunia selamat tinggal lionel messi cristiano ronaldo,0
493,selamat tinggal dunia pertwitteran aku akn tinggal lama hampir minggu ripsinyal,0
494,tenang sana aku harap kamu temu keluarga baru atas sana selamat tinggal dunia semua sayang kamu,0
495,selamat tinggal utara selesai satu embara pulang dunia nyata,0
496,selamat tinggal dunia fana jumpa minggu,0
497,selamat tinggal kamu sana pakai toga dunia sambut moga kamu kelak bahagia aku sang kirim doa untuk,0
498,mata mulai lelah rengek ingin pejam seperti susul masha sang buah hati sudah lelap tengah embara dunia mimpi saat ucap selamat tinggal bukan lama dunia goodnight,0
499,baru lepas reinstall netflix selamat tinggal dunia luar,0
500,aku udah bosan hidup sini kamu,1
501,bosan siaa hidup aku sekarang,1
502,hidup dah cukup bosan,1
503,bosan hidup,1
504,bosan betul hidup,1
505,bosan lah hidup,1
506,bosan hidup,1
507,aku dah bosan hidup aku,1
508,hidup aku bosan benar aku dah bosan dgn hidup aku,1
509,bosan sial hidup,1
510,aku sumpah bosan hidup camni,1
511,hidup bosan bosan hidup,1
512,dah bosan sangat hidup,1
513,dah rasa bosan hidup macam nana hahaha,1
514,bosan nye hidup aku haha,1
515,bosan lah hidup mcm,1
516,bosan hidup,1
517,bosan sia hidup,1
518,bosan lah hidup,1
519,aku bosan dngn hidup aku sendri,1
520,bosan sial hidup aku hshshhshsh,1
521,bosan betul hidup aku,1
522,kenapa lah bosan sangat hidup saya,1
523,dah bosan hidup macam,1
524,bosan hidup,1
525,hidup memang bosan,1
526,bosan hidup ini wkwkk,1
527,sudah bosan hidup,1
528,sumpah bosan begini begini terus hidup kayak semangat,1
529,bosan lah hidup taapi kalau mati dosa dah banyakkk teya,1
530,tekan titik bosan hidup,1
531,suka berfikir bosan hidup,1
532,aku dah bosan hidup,1
533,asa bosan memang hidup sprti,1
534,aku bosan hidup belum siap,1
535,rasa bosan hidup seperti aja,1
536,definisi bosan hidup,1
537,bosan hidup,1
538,bosan sangat hidup,1
539,bosan hidup anggur,1
540,aku bosan hidup aku,1
541,bosan hidup,1
542,bosan lah hidup,1
543,tlw minta semangat nya saya rasa saya bosan hidup saya rasa sendiri,1
544,bosan hidup,1
545,bosan udahan sama hidup,1
546,mati jelah hidup bosan,1
547,telah bosan hidup dunia nyata gue punya alergi plester luka,1
548,bosan hidup,1
549,bosan hidup,1
550,kadang aku tak tahu cari apa hidup bahkan biasa buat senang sekarang tidak arti saat segala jadi lebih mudah tak cucur ribu tetes keringat sisa hanya hampa,1
551,hidup ubah umur tahun semua kelam hidup asa arti apa hanya diri sendiri tau kondisi hati tak satu yang tau aku diri mampu tutup semua sedih hati sampai saat ini semua msh sprti dulu,1
552,dari sepele bisa jadi ini saya memang tuntut jadi manusia yang sempurna akan buah salah kecil arti saya tidak pantas hidup,1
553,saya mulai lupa cara gambar sempat ingin henti total saya rasa dapat apa saya harap saya ingin dunia gambar malah hidup saya tak arti mungkin dunia,1
554,cari duit cara nya jangan gitu emang takut miskin kalo tetap idealis gak jangan jual harga diri hidup arti,1
555,hidup arti impi,1
556,hidup arti,1
557,hidup arti,1
558,biasa ikut arus tantang besar manusia ingin hidup arti biasa ikut arus sempat besar manusia ingin hidup beri arti,1
559,gadai nyawa sini hidup arti tetap diri wearesog dosa,1
560,hidup arti selamat mati arti celaka,1
561,hidup punya tantang tanpa tantang hidup arti,1
562,saya depresi,1
563,saya depresi berat,1
564,konsultasi sama dosen psikolog dia bilang saya depresi sedang,1
565,saya bilang saya achieve more than you have cuma saya punya fase depresi bukan arti saya manusia daya kamu tahu saya punya fase mania saya punya banyak ide ide kreatif,1
566,jadi gin lho mas mbak hanya saya punya fase depresi bukan arti saya hidup sengsara hanya terkadang kecil buat saya overthink sedih saya perlu rasa kasihan kamu apalagi sampe bilang saya trashy achievement saya sama kamu beda,1
567,nyata saya masuk orang depresi,1
568,alami depresi sebab saya tak nafsu makan akhir kini saya jadi kalap kalo makan alhamdulillah akhir doyan makan,1
569,saya pernah masuk masa insecure sama nilai org takut salah jadi gak enak hasil malah jadi overthinking bahkan depresi pikir apa laku sampe orang sikap gitu bahkan pernah tolak perempuan dia sebel aku dikit dikit minta maaf,1
570,terima kasih semangat sangat bantu tenang saya sering depresi thanks much bts ahc idn bts twt,1
571,masalah kadang saya nang mereka mereka bingung kudu apa lha saya nang aja bingung dadak gloomy trus kalo saya bilang aku depresi mereka enteng jawab halaaaah kamu depresi apasih kek abg labil aja sedih akutuh dok,1
572,yaampun saya jadi depresi,1
573,you not alone iya saya lagi stress depresi but dear kamu gamau kan makin jadi beban buat ortu bayangin betapa sedih mereka kalau kamu gaada sama semangat yuk jangan nyerah,1
574,tutup tutup orang ttp butuh teman ngobrol tuhan selamat saya depresi,1
575,otak fisik saya mati rasa saya depresi berat jalan tatap saya kosong melongpong beberapa bulan saya kucil diri saya keluarga teman saya tiap hari keluarga saya usaha hubung saya tidak satu saya tanggap,1
576,saat lah titik rendah masa hidup saya jiwa otak saya tiap hari didih tanya sebenernya siapa saya apa saya laku saya depresi diri sendiri kerja saya amburadul bahkan saya bisa pikir laku kecil,1
577,hidup tekan mmbuat saya hanya mnyalahkan diri sendiri juga org saya maaf depresi lelah mustahil utk saya pikul sendiri,1
578,saya sih sadar depresi,1
579,saya depresi mohon cerah,1
580,saya dulu sempat depresi ada pikir buat bunuh diri saya butuhin situ bukan dar peluk apalgi cuma virtual doang saya butuh situ motivasi alas saya tetap hidup makanya saya ngasih argumen bukan asal bilang gitu aja,1
581,huft depresi saya ngurus begini doang sedih dah,1
582,kayak hidup saya depresi,1
583,the last saya malu pernah alami depresi pernah cutting pernah besit ingin bunuh diri saya malah syukur ketika saya sadar saya jadi lebih syukur hidup haripencegahanbunuhdiri,1
584,apa lebih baik saya mati kerja ndak dapat stress berat siklus haid beranta sejak lulus kuliah aku juga bisa depresi,1
585,maaf saya depresi bukan sepi,1
586,saya stress sistem ajar sekarang buat saya frustasi depresi saya ingin jadi remaja bahagia selalu saya bayang rasa depresi panjang krn sekolah kemdikbud,1
587,saya depresi,1
588,lihat tanda depresi ringan seperti saya dlm masa,1
589,saya depresi,1
590,saya depresi saya serah,1
591,stress panjang buat saya depresi,1
592,depresi saya,1
593,sabar saya pernah depresi capek hidup saya tidur aja dulu klo ngomel twt bikin kamu lega gpp silah tetap semangat moga bsk lebih baik,1
594,saya indikasi stress depresi gila,1
595,saya depresi,1
596,saya mulai bangkit depresi saya mulai hidup titik seperti saya sekarang mulai pernah percaya tuhan sekarang tuhan beri saya tunjuk dia dia peduli dia sayang umat,1
597,habis baca saya ingin sakit diri sendiri depresi hebat,1
598,saya sintas bunuh diri depresi trauma apa saya lihat beberapa hari linimasa twitter konfirmasi betapa peduli jahat bagai manusia derita orang,1
599,saya shock panik depresi gimana iki,1
600,salah salah ingin nang ingin mati,1
601,gue sering rasa sangat down dan ingin mati,1
602,saking sepi hati mulai mati tak ingin hidup,1
603,ngga mau mati aja ingin teriak harus aku sayat nadi agar dia not aku,1
604,semalem alfian ingin mati rasa,1
