,text,depresi
188,"Bagi yang selama ini sering merasa kesepian, coba deh lebih rutin melakukan hal ini. https://www.fimela.com/lifestyle-relationship/read/3684705/aktivitas-sederhana-ini-bisa-bantu-mengatasi-rasa-kesepianmu?utm_term=Autofeed&utm_campaign=Echobox&utm_medium=Social&utm_source=Facebook#Echobox=1541555878 â¦",0
189,Barangkali kesepian diciptakan Tuhan sebagai ruang lengang tempat dimana kenangan datang bertandang,0
190,Membaca buku atau mendengarkan audio book bisa secara signifikan mengurangi rasa kesepian serta membantu meredakan isolasi sosial. http://dlvr.it/Qqd6Zq,0
191,Bahagia itu nggak melulu berdua. Ketika sendiri tapi nggak ngerasa kesepian bisa bahagia juga kok.,0
192,"jika seseorang itu kesepian, dia berpura-pura baik-baik saja",0
193,Kadang orang yang selalu tersenyum dan terlihat bahagia adalah orang yang paling kesepian.,0
194,"seseorang yang kesepian membutuhkan cinta, yang terluka dan tidak terluka juga membutuhkan cinta",0
195,berbaliklah pada Al quran..insha Allah anda tidak rasa kesepian..,0
196,Cara mengurangi rasa kesepian dan kesendirian : Berarti dan bermanfaat untuk orang lain. Dengan cara : Take action and giving value.,0
197,Kebahagiaan.. Kehilangan.. Kesepian.. Kesedihan.. Luka.. Penderitaan.. dan Tawa.. Semuanya saling berhubungan membentuk suatu siklus kehidupan yang akan selalu berulang.,0
198,"Pengen karaoke, temen ku diajak ga mau, kalo sendirian keliatan kesepian bgt ga sii??",0
199,Saya akan mengucapkan selamat tidur utk jiwa jiwa kesepian.,0
200,"Cara tercepat untuk mengubah hidup amatlah sangat sederhana, di mulai dengan ketika yang lain menunda cobalah anda memulai, dan tetap lah berjalan ketika yang lain sudah mulai lelah melangkah",0
201,"Hujan sedang turun, cukup deras. Namun mendamaikan yang sedang istirahat melepas lelah setelah menghadapi hidup yang keras.",0
202,"Selalu ada pilihan dalam hidup. Terasa berat ? Padat ? Terlalu menekan ? Pilihan ada di tangan anda. Berjuang tanpa kenal lelah, atau sibuk merasa diri tidak mampu dan mengeluh.",0
203,hidup yang lelah adalah hidup yang terlalu memikirkan apa kata orang~,0
204,"Hidup itu mudah kalau kamu ga begitu serius serius amat. Kalau kamu sedang lelah ya libur kalau pekerjaanya ga enak bisa keluar. Ga perlu sampe marah2 ke konsumen, kami juga capek di gerus waktu di jalan. Ingin makan enak setelah ngumpulin uangan untuk makan itu. //",0
205,"hidup itu lucu. yg dicari, hilang. yg dikejar, lari. yg ditunggu, pergi. sampai hari kita lelah & berserah, saat itu semesta bekerja. beberapa hadir dalan rupa sama, beberapa jauh lebih baik dari rencana. sang pencipta memang baik sekali..",0
206,"Dulu kecil gua pikir beresin mainan tu kegiatan paling lelah, kmaren2 gua pikir beresin file foto/footage itu kegiatan paling lelah. Malem ini saya baru ngerasain namanya benerin margin TA. Satu lagi kejutan hidup",0
207,"Jangan pernah kamu merasa lelah dalam menjalani hidup, semangat, bangkit, berlari & buktikan. :)",0
208,"Jangan lelah berjuang, Kita punya banyak sekali potensi dan kemampuan, Untuk hidup bukan dari sekedar balas kasihan.",0
209,"Lelah? Iya, Gak papa namanya juga hidup, yang penting gak berhenti berharap dan usaha",0
210,"Terimakasih udah berjuang tanpa lelah, selamat atas semua pencapaian yang udah lo raih. Inget, jangan terlalu cepet bangga, mimpi lo masih banyak. You deserve this damn whole world. Ayo terus lanjutin hidup dg bahagia! Makasih udh bikin usaha gua belakangan ga sia2",0
211,"Dalam hidup ini, ketika kamu merasa lelah dan kecewa, ketahuilah bahwa saat itu kamu tengah belajar tentang KESUNGGUHAN.",0
212,Samaa nder :( malah udah turun gabisa naik lagi terkadang aku lelah dibilang tengkorak hidup :(,0
213,"Belajar tak pernah henti. Bekerja tak pernah lelah. Karena hidup sesungguhnya selalu berputar dan yang tak siap, bisa digilas zaman.",0
214,"Kamu pasti bisa melewatinnya nder, semuanya bisa kok, jangan lelah sama dunia. Lelah sama semua itu, tapi jangan lelah sama kehidupan kamu sendiri. Kalau memang self harm itu pelampiasan dari beban hidup... Jangan berikan orang lain apalagi ayah kamu luka di hatinya",0
215,Gue lelah deh rey di permainkan hidup ini,0
216,"Lelah sudah hatiku lelah, pada bayangmu aku jengah. Hidup bersama kenangan yang kau ingat juga, atau entah. @ PelangiPuisi",0
217,"mangkanya motto hidup gua yg tadinya mainstream banget berubah jadi ini, Jika lelah, istirahatlah. Tapi jangan menyerah! Apalagi berhenti di tengah-tengah""""",0
218,"Hidup itu penuh perjuangan, Bukan kehidupan jika tidak ada tantangan, di saat mulai lelah dan ngantuk saatnya Ngupi2 pic.twitter.com/gytyC4F19E",0
219,"Hidup memang tak mudah, tapi jika kamu terus berjuang tanpa lelah, akhir yg indah akan selalu menunggu tuk kamu sapa.",0
220,Mau ngeluh lelah tapi ya gimana namanya juga hidup masa mau seneng mulu pic.twitter.com/PI7PAa3m6a,0
221,"Dituduh Bertampang PKI, Bertampang OPM, Bertampang Teroris, Bertampang Kriminal, Bertampang koruptor, wajar untuk keberatan dan marah. Tapi jika dibilang Tampang Tempat Tinggal lalu tersinggung, mungkin anda terlalu lelah menjalani hidup dan rasanya wajib piknik. Itu aja sih..",0
222,"Karna rasa lelah pikiran, hadapi realita hidup, resah khawatirpun akan hilang dgn berupaya, beribadah, dan bersyukur",0
223,Jangan pernah lelah dengan semua ini karena hidup tentang perjalanan bukan pelarian,0
224,"Ketahuilah, Agnes hanya merokok jika ia rasa sudah lelah dengan hidup saja.",0
225,"Lelah itu pasti karena kita hidup di dunia nyata bukan mimpi,tapi jika kita kelelahan apa yg harus diperbuat???",0
226,"Jika Kamu sudah letih, lelah & kecewa dengan hidup, Bersabarlah, karna Inilah awal perubahan utk menjadi seorang pemenang.",0
227,"Hidup memang tak mudah, tapi jika kamu terus berjuang tanpa lelah, akhir yang indah akan selalu menunggu untuk kamu sapa.",0
228,"Lelah itu manusiawi, tapi bukan sebuah alasan lelah itu. karena kita hidup terus bergerak dan berfikir.",0
229,"Salah satu pengkerdilan terkejam dalam hidup adalah membiarkan pikiran yang cemerlang menjadi budak bagi tubuh yang malas, yang mendahulukan istirahat sebelum lelah.",0
230,"Petani tak kenal lelah dalam pekerjaannya, walau hasil tak sberapa. Yg mereka fikirkan bisa makan yg layak untuk hidup sehat, khususnya untuk anaknya. pic.twitter.com/Ia3C0o9nht",0
231,"- Tataplah aku sebelum kita berpisah, dan saat aku terlalu lelah untuk bermimpi, tatapan itu akan hidup didalam hatiku.",0
232,"Kamu hidup bukan hanya saat ini. Percayalah ada banyak cinta kelak untukmu yg berjuang tanpa lelah Hari ini biarkan tubuhmu bersandar, hingga malam panjang kau tak sendiri lagi",0
233,"Tidak pantas rasanya kita masih mau mengeluh lelah, bosan, butuh hiburan. Kuliah masih rajin bolos, hidup boros, bagaimana jika ayah kita tau hidup kita seperti itu? Lelahnya hanya terbalas kecewa.",0
234,"Dalam hidup ini, ketika kamu merasa lelah dan kecewa, ketahuilah bahwa saat itu kamu tengah belajar tentang KESUNGGUHAN.",0
235,hidup yang lelah adalah hidup yang hidup terlalu memikirkan kata orang. jadilah dirimu sendiri.,0
236,"Gagal jadi mahasiswa ? Ente dari tadi nyindir terus capres no 02.. Gagal itu ada faktor nya : Merasa terkekang,asik dengan hobinya,Salah Jurusan,paling berbobot nya Masalah Keluarga dan terakhir Lelah menjalani hidup..",0
237,"Jika kamu lelah menjalani kehidupan, istirahatlah. Lalu lihat kembali anugerah terindah yang Tuhan berikan dalam hidup ini. # 01IndonesiaMaju",0
238,"Tunggu tunggu.. Katanya lelah sama dunia. Capek sama dunia. Tapi di bilang kiamat dah deket gamau?! Tapi capek. Kan kalo kiamat udah ga capek lu pada. Udah bersyukur di kasih hidup, tinggal jalani aja susah. Ngeluh terus. Padahal masih banyak org yg hidupnya susah dari lu",0
239,"Bukan lelah. namun ada saatnya dalam hidup, kamu memberi waktu untuk lebih mengerti dirimu sendiri. belajar untuk menerima, dan bahagia :) @Universitas Pamulang,Viktor. https://www.instagram.com/p/BpuRCSxHjgx/?utm_source=ig_twitter_share&igshid=1sl1b0pge2qqs â¦",0
240,"Jadilah pribadi yg apa adanya, hingga kita tdk perlu lelah bersandiwara. Trkdg bukan hidup yg sulit tp kita yg menyulitkan hidup.",0
241,"Ngopi bareng yuk mas mba, hayati lelah ngadepin beginian. Ditanya mana PKI dan Aksinya pada gak dijawab. Dijawabnya malah kemana mana. Malah ada yg nanya umur segala, suruh baca buku yg bangga anak PKI juga. Cobaan hidup berat amat yak. Jahahahha.",0
242,"Tidak bosen, cape, lelah, dan letih siklus hidup begini terus ??? Tidak ada kemauan untuk perubahan emang ???",0
243,"banyak yg perlu dikorbankan. lelah ini mampu menjadi pertanggungjawaban atas hidup yang telah kita pergunakan. jangan lelah dalam menebar kebaikan. selagi masih muda, habiskan jatah gagal, berikan totalitas kontribusi terbaik, istirahatnya nanti saja... waktu disurga.",0
244,"Artinya, Bukan sekadar lahir, merangkak, disuapi, berjalan, besar, lalu mati. Namun sudah selayaknya kita mampu memberi hidup untuk kehidupan yang terus diiringi waktu ini. Semangat berkarya. Tiada lelah menikmati jalannya waktu. Selalu semangat dalam menjemput asa",0
245,"Untuk kamu yang lelah hidup, tolong pikirkan saja perjuangan orangtua dalam membuatmu hidup sampai sekarang.",0
246,"Puisi buat almarhum ayah Tak kenal lelah engkau bekerja Tak kenal lelah engkau memanja Tak kenal lelah antar ke sekolah Tak kenal lelah engkau mencinta Ayah, aku rindu, aku rindu, aku rindu Ayah, engkau selalu dalam doaku Ayah, semoga tenang di alam sana Amin...",0
247,"Jangan lelah menghitung berkah dan rezeki yang kamu dapat setiap hari. Karena saat kamu merasa lelah dg hidup, kamu akan sadar, betapa yang kamu jalani saat ini jaaaauuuuuhhh lebih baik dari orang yg kurang beruntung di sekitarmu. # thepowerofgrattitude",0
248,"Saat kamu lelah tuhan bangkitkan semangatmu, saat kamu merasa susah dia yg mencukupi segala untukmu, saat kamu jauh dariNya dia sentiasa dekat dengan mu. Itu lah dia pencipta kita semua. Sedang kamu tanya tentang masalah hidup mu dia sudah pun memberi jawapan.",0
249,"coba deh sekali2 kalian seharian keliling lihat jalan yg kita lalui selama ini. akan banyak pengemis, pemulung, tkng parkir, kuli pasar,tukang becak, jual grobak dorong, jualan pikulan, sales bawa brg di tas jalan kaki,pengamen. trus apa kita msh blg hidup kita lelah ?",0
250,"Kakek 94 tahun ini, nekat mengakhiri hidupnya dengan cara gantung diri, karena merasa sudah bosan hidup. Kejadian serupa terulang kembali. Supardi warga Desa Tulungrejo Kecamatan Ngantang, ditemukan tewas... https://www.facebook.com/529336917175996/posts/1746693658773643/ â¦",0
251,@ Kemdikbud_RI Jadi kenapa anak smp malah banyak yang depresi dan memilih mengakhiri hidupnya sendiri ternyata negara yang membunuhnya. Oh begitu baru paham saya.,0
252,Banyak yang mengakhiri hidup nabrakin ke kereta deket gedebage ya,0
253,"Semoga Agni ini tetep tough and brave dlm menjalani hidupnya. Pasti ada kepikiran mengakhiri hidup; been there done that. Pikiran itu ttp bisa dicegah kl kita bisa rely on something; dlm hal ini aku cm ngandelin doa tapi, mgkn tiap org berbeda. Semoga dy bs menemukan kekuatannya",0
254,"SEORANG PRIA DI DESA DATAH, NEKAT MENGAKHIRI HIDUP DENGAN CARA GANTUNG DIRI # dpsviral @ denpasarviral_ . Seorang pria berinisial INS (33) alias PJ asal Desa Kesimpar, Abang, Karangasemâ¦ http://instagram.com/p/BpyLv9gH1q9/ â¦pic.twitter.com/hedf2jbeSE",0
255,Kakek 82 tahun tewas usai terjun dari lantai tiga rumah deret di Solo. Ia diduga nekat mengakhiri hidup karena putus asa atas penyakitnya. https://news.detik.com/berita-jawa-tengah/d-4288269/diduga-bunuh-diri-kakek-82-tahun-di-solo-melompat-dari-lantai-3?utm_campaign=detikcomsocmed&utm_medium=oa&utm_source=twitter&utm_content=detikcom â¦,0
256,"Jangan mengakhiri ,hidup itu bukan penyesalan dikemudian hari.",0
257,"selamat pagi nder. udah pagi nih udah ganti hari, ayo istirahat rebahan di kasur. jgn ambil keputusan mengakhiri hidup kamu. inget kata2 penyesalan datang terakhir, tapi masalah hidup dan mati penyesalan engga ada ujungnya //",0
258,Terus dari kejadian blkgn ini jebul yg terlihat sambat dan galau tiap saatnya ternyata lebih kuat dripada yg selalu diam tapi tiba2 ingin mengakhiri hidup. Setidaknya yg sambat bisa meluapkan masalahnya dengan bercerita entah dgn temannya atau bahkan medsos,0
259,Mengingatilah yg pasti.. Pasti kita kan segera mengakhiri hidup ini.. Kapan kau terakhir ingat mati? Mengingatnya bagaimana? Merasa biasa saja? Atau seperti tak peduli seakan-akan esok kau... https://www.facebook.com/story.php?story_fbid=2391309230901852&id=100000683961023 â¦,0
260,Mungkin satu tahun lagi aku. Mengakhiri hidup (Meninggal) Atau Memulai hidup baru (Menikah) Atau Ya begini begini aja,0
261,"Kalau kata sang Buddha lu harus bisa melepas ikatan lu dengan sesuatu atau seseorang untuk mengakhiri kesengsaraan di hidup lu"" jadi lu bisa hidup sederhana seperti di tweet lu. Pandangan orang thdp lu? Hmm get over it and keep moving forward in your life bro!!""",0
262,Gimana rasanya ngeliat bias satu frame?? Seperti disuruh mengakhiri hidup secepatnya,0
263,"hmm.. jadi ketika ada org depresi bilang 'mau mengakhiri hidup', kita harus bener2 peka n concern yah. nice info n noted. kirain cuma caper/drama/ngancem2 aja utk egonya.",0
264,"Bosen jangan di jadikan alasan untuk mengakhiri suatu hubungan dra, kurang kurangin deh dra.. Kali aja hidup rp mu jadi berkah *ngetik apaan sih na *abaikan aja dra, suka gaje aku mah",0
265,"jadi td baca replyan si gustika, ada yg bilang mau mengakhiri hidupnya. ga jarang jg sih nemu orang bilang pengen slese. tp so far masih hidup orangnya.",0
266,"Abis main-main ke salah satu forum @ kaskus dan kesimpulan saya malam ini: makin banyak kasus mengakhiri hidup di kalangan anak muda.. Why oh why. Tampaknya problem mental health and depression makin banyak. Sudah waktunya kita berbuat sesuatu, gaes.",0
267,"Memang gk semua orang ga penting.Tpi,Orang2 ga penting adalah orang yg mengakhiri hidup dirinya sendiri. Apa yg dialakuin di dunia gk ada hasilnya. Mati juga nyusahin orang. Kan mending g ush hidup sama sekali.",0
268,"Masih ada org yang harus kamu bahagiain, contohnya ortu dan diri kamu sendiri. Mengakhiri hidup kamu itu bukan jalan yg tepat buat ngehindarin masalah yg kamu punya:)). Aku pernah ada dititik ini jg ko, kamu ga sendiri. Masi byk yg syg sama kamu diluar sana, tetap semangat ya!",0
269,"Inget orang tua. Inget orangÂ² yg syg sama kamu. Hidup itu cuma perjalanan pendek, yg panjang itu saat kita sdh mati. Jd jgn berfikir buat mengakhiri hidup hnya krn kmu lg berada dititik terendahmu. Buat kamu FIGHTING!!! Msh bnyk yg syng sama kamu coba ubah cara pandangmu :)",0
270,Innalillahi wa inna ilaihi roji'un. Pedagang ayam potong di Medan bernama Ahmad Juarsa nekad mengakhiri hidup karena terlilit hutang. https://twitter.com/rmolco/status/1058335421799645185 â¦,0
271,"Apa kamu rela mengakhiri hidup kamu karena omongan orang? Darling, orang yang udah di alam kubur aja minta dihidupin lagi loh. Semangaattt!",0
272,"Bagi Jeremy,ini lebih dari sebuah game untuknya. Ketika banyak hal terjadi dan hidup terasa berat, game adalah salah satu cara baginya untuk bertahan. Saat dia harus mengakhiri musim kompetisinya karena cedera lutut tahun lalu https://buff.ly/2SFmXsI # EsportsID # dota2 # jeremylinpic.twitter.com/xxmZ3Bq93l",0
273,"tidak ada yg tahu kapan mati. saat kematian dirasa' dekat, akan baik mengakhiri saat2 akhir hidup dengan doa. saat turbulensi, meureun mereka dalam kondisi begitu.""",0
274,Jangan dong jangan mikir mau mengakhiri hidup Kamu harus kuat samyang kuuu pic.twitter.com/vPTqUqfrum,0
275,"Bunuh diri bukan akhir dari segalanya nder, Cara menyelesaikan masalah bukan dengan cara mengakhiri hidup. Selesain baik baik, cari tau apa penyebab mamah kamu sampe bisa manggil kamu kayak gitu, trs rubah dikit dikit. Kamu bisa ko, semangat!!! usaha sama doa dibanyakin",0
276,Setelah kmu mengakhiri hidup kmu emg kmu Kira bakal enak?,0
277,Korban yang frustasi dengan penyakit diabetes militus atau kencing manis ini nekat mengakhiri hidup di depan emper dapur rumah miliknya. https://goo.gl/ABNp93,0
278,hal paling menyakitkan ; mendengar seseorang terdekatmu ingin mengakhiri hidup hanya karena ia hidup,0
279,"Jika sudah mengakhiri cinta, true love mu punah. Jika setelahnya pun menemukan dan hidup dengan pilihan masing masing true love yang dimaksud bener bener sudah menjadi debu. Tak terlihat dan tak perlu diingat.",0
280,"[ Sebagai penulis, saya punya kewajiban untuk mengakhiri kisah Sakti dan gak mau Sakti nasibnya gak jelas kemudian dengan jahatnya saya ganti character dan memulai hidup baru. Jadi, Sakti, saya usahakan semaksimal mungkin ending terbaik untukmu! ]",0
281,"Hiii, masalah apapun yang lagi kmu hadapin pasti ada jalan keluarnya, semua emosi gabung jadi satu, kmu kalut dan mengakhiri hidup bukan solusi nya, ambil sedikit waktu sendiri, bersyukur buat hal kecil,dan lihat dari sudut pandang yang lain""",0
282,Aku ingin bersamamu selamanya. Terus bersamamu. Dan terus kelak mengakhiri hidup dengan tetap menjadi kesayanganmu,0
283,"Yang paling penting tanya diri sendiri emg kalo mengakhiri hidup amal ibadah selama ini udh cukup?""""",0
284,"/krt/ buat kalian yang lagi ngerasa sedih, putus asa, lelah sama hidup, pls jangan nyerah apalagi sampe pengen mengakhiri hidup:') ingat : DI KUBURAN GAADA BIAS :') Di kuburan gabisa fangirling/fanboying hehehe LOVE YOU",0
285,Lady Gaga menulis esai yang menggugah tentang kesehatan jiwa dan keinginan untuk mengakhiri hidup: https://zurl.co/JtB6 pic.twitter.com/7aiXYKnn2R,0
286,Bilangin ke yg nanya: gugurin dulu keinginan dan ego manusia lu sebelum mengakhiri hidup manusia lain.,0
287,"Rupiah bukan jalan keluar. Mengakhiri hidup tentu ditentang yang maha kuasa. Jiwa mengejar bahagia, Meninggalkan raga sebatang kara",0
288,Ditinggal oleh lelakinya adalah pukulan yang berat bagi seorang ibu. Apalagi ia di tinggalkan dengan cara yang tidak ia inginkan. Alasan kuat bagi anaknya untuk mengakhiri hidup adalah karena tak tega... https://www.facebook.com/swadayaummahpeduli/videos/198908144340293/ â¦,0
289,"aku suka bingung kalau ada teman yang cerita tentang kesulitan hidupnya dan diakhiri dengan aku udah ga kuat lagi"", dengan tendensi tidak main-main untuk mengakhiri hidup. Ada yang bisa ngasih saran kah sebaiknya menanggapinya seperti apa?""",0
290,"Kanye West berkata Aku takkan berpikran mengakhiri hidup lagi, Ada begitu banyak orang yang tak punya kesempatan agar suaranya didengar. Aku melakukannya utk mereka."" pic.twitter.com/i0RnfeWgLd""",0
291,"Di Jogja, ada mahasiswi yang bunuh diri gara-gara diputusin pacarnya. Sad. Really sad. Nggak tau gimana akal dan pikirannya, sampai memilih mengakhiri hidup hanya karena hal se-sepele itu.",0
292,Beberapa menit lagi aku akan mengakhiri perjalanan hidup di usia yg lama. Dan sesaat lagi akan memasuki usia yang baru. Tanpa di sadari angka depannya telah berubah. Menuntut kita lebih bertanggungjawab terhadap... https://www.facebook.com/100005198551792/posts/938828882967055/ â¦,0
293,Sopir Ini Mengakhiri Hidup dengan Gantung Diri pic.twitter.com/s93aN2R9To,0
294,"akutu sering stress tp untungnya stress nya cuma yg sambat doang gtlo, maksudku gada yg sampe ingin mengakhiri hidup alias suicide. kenapa, ya alhamdulillah akutu penasaran aja gtlo besok bakal kerja apa, nikah sm sp, punya anak brp kek gmn, jd ttp ada motivasi untuk hidup:3",0
295,"Kalo gw kepikiran buat mengakhiri hidup, gw pasti auto mikir Tuhan...dan juga mikir kalo gw mati sekarang emang amalan gue udah cukup buat di akhirat kelak?? Aneh sih, tapi itu bisa bikin niat bundir gue musnah",0
296,"Karena bunuh diri itu tidak menyelesaikan masalah yang kamu punya, selain itu, Tuhan memberikan kamu nafas, kamu kehidupan, kamu tidak punya hak untuk menghentikannya secara paksa. Apapun yg lg kamu hadapi, menyelesaikan masalah lebih Indah drpd mengakhiri hidup. Semangat.",0
297,"sedih pasti, tapi lebih ke khawatir saya tidak mau kamu kenapa-kenapa. lebih baik saya tahu kamu dituntun oleh seseorang baru dan kamu akan baik baik saja dibanding kan, saya tau kamu memilih mengakhiri hidup. itu lebih sedih daripada dilupakan",0
298,Bahkan seorang yang punya pengaruh besar bagi kehidupan orang lain memilih mengakhiri hidup karna masalah pribadinya :),0
299,"Main Piano Lalu Pesan Kopi, FX Ong Kumpulkan Karyawan Jelang Ditemukan Mengakhiri Hidup Bersama Istri Dan Kedua Anaknya https://goo.gl/oqJRGK",0
300,"Semangatlah dalam hal yang bermanfaat untukmu, minta tolonglah kepada Allah dan jangan malas (patah semangat) (H.R Muslim No. 2664) Assalamu'alaikum warahmatullahi wabarrokatuh Semangaaatâ¦ https://www.instagram.com/p/Bp5cy-PF6Z_/?utm_source=ig_twitter_share&igshid=mqil1k7ervqq â¦",0
301,"âaku tidak patah semangat, aku hanya mencari orang yang ada dipikiranku, dan kau yang muncul dipikrankuâ â City Hunter",0
302,"Semangat @ Eve_JKT48, Mungkin ini cobaan dari tuhan untuk kamu yang ingin menggapai mimpi mu, Aku yakin kamu bisa ngelewati ini... Jangan patah semangat ya badgirl Keep strong badgirl",0
303,"Ngomongin tentang cinta.., patah hati boleh.., patah semangat yg ga boleh..! ;)",0
304,"Good night eve selamat tidur dan semangat terus,jangan pernah patah semangat percayakan semua kepada tuhan yesus pasti selalu ada jalan keluarnya",0
305,tetep semangat ya eve kami fans akan selalu mendukung mu jgn patah semangat ya badgirls @ Eve_JKT48,0
306,"Hai Kak, jangan patah semangat ya kak. Jika demikian kamu masih dapat mengikuti promo flashsale pada kesempatan selanjutnya ya kak. Terima kasih ^AB",0
307,Semangat terus ip! Ayok jan patah semangat yeh. GBU,0
308,"Iya gapapa, belajar lagi ya. Jangan patah semangat, masa depan kamu masih panjang",0
309,Kenapa sih ga SP1 dulu dek? Semangat ya dek jangan patah semangat! https://twitter.com/Eve_JKT48/status/1060188223656288256 â¦,0
310,"Berangkat dengan semangat, gugur pun dengan kebanggaan dan kepala tegak. Kecewa boleh, tapi jangan patah semangat. Salam superrr",0
311,"Ingat hati yang gembira adalah obat, namun semangat yang patah akan mengeringkan tulang.",0
312,Jangan Pernah Patah Semangat Ya Sayang Della_JKT48,0
313,"Saya tidak patah semangat, karena setiap usaha yang salah adalah satu langkah maju -Thomas Alfa Edison-",0
314,"Hai sender! Aku tau ini bener-bener bikin lelah, tapi please semangat, jika nanti lelahmu datang kembali tolong coba pejamin mata dan tarik nafas, coba pikirkan hal-hal yang bikin kamu semangat, kita disini, exo dan exol ada buat kamu jadi jangan patah harapan pic.twitter.com/NeqWsMWCxN",0
315,"Maaf aku gabisa ngasih saran apa apa selain minta kamu selalu kuat! Jangan patah semangat yaa, ada banyak jalan menuju roma",0
316,"Emang kalo nglakuin sesuatu gak boleh setengah setengah atau pas lagi senengnya aja. Dari awal belum ada trouble hingga banyak trouble. Harus bisa survive, gak boleh langsung patah semangat!!!!",0
317,Semangat sayangku semoga dapet perusahaan yang terbaik ya jangan patah semangat,0
318,SEMANGAT NDER jangan patah semangat yaaaa kamu pasti bisa ko ngelewatin ini semua,0
319,"haloo pinaa!! lg ada masalah apa? semangatt ya ngadepin segala permasalahannya, gaboleh patah semangat!!",0
320,"Mungkin saja hanya tinggal selangkah lagi bahkan lebih dekat, apa yang sudah diperjuangkan akan sampai pada titik yang tepat. Jangan hanya karena ada hal yang belum didapat, bukan berarti untuk patah semangat. pic.twitter.com/URMir3tKox",0
321,Jangan patah semangat deh # BersamaPilih01,0
322,"14) Jangan ragu untuk mendonorkan darah bagi sesama, jangan patah semangat bila belum dapat # donordarah sekarang... # fakta # bfojogja",0
323,"Waaaaah akhirnya, selamat pak Topo semoga makin sehat ya pak, jangan patah semangat buat berbagi informasi",0
324,"Meski kehilangan satu kaki, Ni Putu Sri Wikana tak patah semangat dan bisa berkompetisi di dunia kerja sbg akuntan dgn dukungan @ dnetworknews Putu hanya salah satu dari byj kisah sukses yg ingin kami bagikan lewat video kampanye yg didanai Konjen ASpic.twitter.com/KXMknUnuhi",0
325,"Ya Allah, sungguh kebesaran mu ya tuhan. Engkau memberi jalan & kekuatan bagi org2 yg tidak patah semangat & mau berusaha",0
326,semua ada jalan keluarnya kalo mau nyari. jgn patah semangat,0
327,"Semangat nder, jangan patah semangatt. Kalau mau sama dia kejar terus tapi kalau gak mau yaudah lepas nder . Kamu butuh bahagia juga",0
328,Manusia ada kelemahan dan kekurangan masing-masing.. Jangan jadi kan kekurangan itu sebagai alasan untuk anda patah semangat..,0
329,"Banyak gagal, banyak belajar. Tapi coba dan coba terus. Jangan patah semangat.",0
330,"Jangan patah semangat, masih bisa mencoba lagi",0
331,Jangan patah semangat.,0
332,Jangan patah semangat lanjutkan perjuangan # Kobarkansemangatgaruda # Kemenanganitudekat,0
333,"Haii aku!! terimakasih telah sabar dengan segala beban yang dipikul. Semangat ya, didunia ini bukan cuman aku yang terluka,jadi jangan patah semangat. Ingat, masih banyak orang2 yang menginginkan kamu tetap berdiri tegak. Aku kuat, dan aku percaya^^",0
334,"Hai Kak, terima kasih atas partisipasi kamu terhadap sesi Goyang Shopee. Jika kamu belum berhasil mendapatkan banyak koin Shopee jangan patah semangat ya kak, kamu bisa goyang terus HP kamu :) ^IL",0
335,"Jangan patah semangat, keluarga hancur bukan berarti hidup harus hancur juga, hadapi dgn senyum prestasi ;)",0
336,Kau kena kuat pik. Jangan sesekali patah semangat. Allah uji sebab dia tau kau mampu. Percaya dengan takdir allah. InshaAllah ada yang baik allah akan bagi. Aku sentiasa doakan kau pik sihat macam dulu amin,0
337,"Hai, perempuan yang selalu ingin terlihat kuat dan tak ingin merepotkan orang lain, Selamat atas kerja baik mu selama ini, Kau sudah melakukan apa yang kau bisa. Jangan patah, semangat",0
338,"hallo kamu yg berusaha kuat, sejatuh-jatuhnya kamu, semuanya pasti bisa terlewati, kamu hanya perlu keberanian untuk melewati ini semua, jangan patah semangat, aku tau kamu bisa! -aku.",0
339,"Good job today, myself. You did your best . Makasih untuk tidak patah semangat, makasih juga untuk selalu berusaha walaupun kamu lelah. You awesome! Next time banyakkin senyum dan jangan lupa utk selalu positive ya",0
340,"Ayo semangat, dibolehin main musik itu suatu anugrah kak, jangan patah semangat kaka pasti bisa!!!",0
341,"Selalu ada harapan dari setiap kegagalan, jangan patah semangat tetaplah berusaha!! Bismillah...",0
342,"Mau tidak mau, pengangguran bersaing cari kerja dengan angkatan kerja baru yang segar-segar tiap tahun hehehe.. Tapi jangan patah semangat.. pasti bisaa.. Penambahan Lapangan Kerja Baru Serap 2,99 Juta Orang Dalam 1 Tahun https://suaratani.com/news/headlinenews/penambahan-lapangan-kerja-baru-serap-299-juta-orang-dalam-1-tahun â¦",0
343,Oke bapake. Janganlah engkau patah semangat. terus melangkah maju demi masa depan yang lebih baik. Salam olahraga!,0
344,Sesuatu yg bernilai tinggi sering memerlukan perjuangan yg tinggi pula untuk menggapainya. Tapi jangan patah semangat :D,0
345,"Selamat Siang Indonesia. Jangan patah semangat, kobarkan jiwa berkobar di dadamu pemuda pemuda Indonesia",0
346,Kekurangan fisik Tidak Membuat Suyitno Patah Semangat Membantu Kesuksesan TMMD http://bhatara.co.id/kekurangan-fisik-tidak-membuat-suyitno-patah-semangat-membantu-kesuksesan-tmmd/#.W99HiRyv7FM.twitter â¦,0
347,"Selamat bagi yang lolos. Tetap semangat dan berjuang ! Masih ada tahap selanjutnya yg akan kalian lalui . Bagi yang belum lolos,jangan patah semangat ya..",0
348,kalo kata kakak harus terus cari dan ga boleh patah semangat,0
